result_id,race_id,driver_id,driver_ref
1,18,1001,lewis_hamilton
2,18,1002,nick_heidfeld
3,18,1003,nico_rosberg
4,18,1004,fernando_alonso
5,18,1005,heikki_kovalainen
6,18,1006,kazuki_nakajima
7,18,1007,sebastien_bourdais
8,18,1008,kimi_raikkonen
9,18,1009,robert_kubica
10,18,1010,timo_glock
11,18,1011,takuma_sato
12,18,1012,nelson_piquet_jr
13,18,1013,felipe_massa
14,18,1014,david_coulthard
15,18,1015,jarno_trulli
16,18,1016,adrian_sutil
17,18,1017,mark_webber
18,18,1018,jenson_button
19,18,1019,anthony_davidson
20,18,1020,sebastian_vettel
21,18,1021,giancarlo_fisichella
22,18,1022,rubens_barrichello
23,19,1008,kimi_raikkonen
24,19,1009,robert_kubica
25,19,1005,heikki_kovalainen
26,19,1015,jarno_trulli
27,19,1001,lewis_hamilton
28,19,1002,nick_heidfeld
29,19,1017,mark_webber
30,19,1004,fernando_alonso
31,19,1014,david_coulthard
32,19,1018,jenson_button
33,19,1012,nelson_piquet_jr
34,19,1021,giancarlo_fisichella
35,19,1022,rubens_barrichello
36,19,1003,nico_rosberg
37,19,1019,anthony_davidson
38,19,1011,takuma_sato
39,19,1006,kazuki_nakajima
40,19,1020,sebastian_vettel
41,19,1013,felipe_massa
42,19,1016,adrian_sutil
43,19,1010,timo_glock
44,19,1007,sebastien_bourdais
45,20,1013,felipe_massa
46,20,1008,kimi_raikkonen
47,20,1009,robert_kubica
48,20,1002,nick_heidfeld
49,20,1005,heikki_kovalainen
50,20,1015,jarno_trulli
51,20,1017,mark_webber
52,20,1003,nico_rosberg
53,20,1010,timo_glock
54,20,1004,fernando_alonso
55,20,1022,rubens_barrichello
56,20,1021,giancarlo_fisichella
57,20,1001,lewis_hamilton
58,20,1006,kazuki_nakajima
59,20,1007,sebastien_bourdais
60,20,1019,anthony_davidson
61,20,1011,takuma_sato
62,20,1014,david_coulthard
63,20,1016,adrian_sutil
64,20,1012,nelson_piquet_jr
65,20,1018,jenson_button
66,20,1020,sebastian_vettel
67,21,1008,kimi_raikkonen
68,21,1013,felipe_massa
69,21,1001,lewis_hamilton
70,21,1009,robert_kubica
71,21,1017,mark_webber
72,21,1018,jenson_button
73,21,1006,kazuki_nakajima
74,21,1015,jarno_trulli
75,21,1002,nick_heidfeld
76,21,1021,giancarlo_fisichella
77,21,1010,timo_glock
78,21,1014,david_coulthard
79,21,1011,takuma_sato
80,21,1003,nico_rosberg
81,21,1004,fernando_alonso
82,21,1022,rubens_barrichello
83,21,1005,heikki_kovalainen
84,21,1019,anthony_davidson
85,21,1007,sebastien_bourdais
86,21,1012,nelson_piquet_jr
87,21,1016,adrian_sutil
88,21,1020,sebastian_vettel
89,22,1013,felipe_massa
90,22,1001,lewis_hamilton
91,22,1008,kimi_raikkonen
92,22,1009,robert_kubica
93,22,1002,nick_heidfeld
94,22,1004,fernando_alonso
95,22,1017,mark_webber
96,22,1003,nico_rosberg
97,22,1014,david_coulthard
98,22,1015,jarno_trulli
99,22,1018,jenson_button
100,22,1005,heikki_kovalainen
101,22,1010,timo_glock
102,22,1022,rubens_barrichello
103,22,1012,nelson_piquet_jr
104,22,1016,adrian_sutil
105,22,1020,sebastian_vettel
106,22,1007,sebastien_bourdais
107,22,1006,kazuki_nakajima
108,22,1021,giancarlo_fisichella
109,23,1001,lewis_hamilton
110,23,1009,robert_kubica
111,23,1013,felipe_massa
112,23,1017,mark_webber
113,23,1020,sebastian_vettel
114,23,1022,rubens_barrichello
115,23,1006,kazuki_nakajima
116,23,1005,heikki_kovalainen
117,23,1008,kimi_raikkonen
118,23,1004,fernando_alonso
119,23,1018,jenson_button
120,23,1010,timo_glock
121,23,1015,jarno_trulli
122,23,1002,nick_heidfeld
123,23,1016,adrian_sutil
124,23,1003,nico_rosberg
125,23,1012,nelson_piquet_jr
126,23,1021,giancarlo_fisichella
127,23,1014,david_coulthard
128,23,1007,sebastien_bourdais
129,24,1009,robert_kubica
130,24,1002,nick_heidfeld
131,24,1014,david_coulthard
132,24,1010,timo_glock
133,24,1013,felipe_massa
134,24,1015,jarno_trulli
135,24,1022,rubens_barrichello
136,24,1020,sebastian_vettel
137,24,1005,heikki_kovalainen
138,24,1003,nico_rosberg
139,24,1018,jenson_button
140,24,1017,mark_webber
141,24,1007,sebastien_bourdais
142,24,1021,giancarlo_fisichella
143,24,1006,kazuki_nakajima
144,24,1004,fernando_alonso
145,24,1012,nelson_piquet_jr
146,24,1008,kimi_raikkonen
147,24,1001,lewis_hamilton
148,24,1016,adrian_sutil
149,25,1013,felipe_massa
150,25,1008,kimi_raikkonen
151,25,1015,jarno_trulli
152,25,1005,heikki_kovalainen
153,25,1009,robert_kubica
154,25,1017,mark_webber
155,25,1012,nelson_piquet_jr
156,25,1004,fernando_alonso
157,25,1014,david_coulthard
158,25,1001,lewis_hamilton
159,25,1010,timo_glock
160,25,1020,sebastian_vettel
161,25,1002,nick_heidfeld
162,25,1022,rubens_barrichello
163,25,1006,kazuki_nakajima
164,25,1003,nico_rosberg
165,25,1007,sebastien_bourdais
166,25,1021,giancarlo_fisichella
167,25,1016,adrian_sutil
168,25,1018,jenson_button
169,26,1001,lewis_hamilton
170,26,1002,nick_heidfeld
171,26,1022,rubens_barrichello
172,26,1008,kimi_raikkonen
173,26,1005,heikki_kovalainen
174,26,1004,fernando_alonso
175,26,1015,jarno_trulli
176,26,1006,kazuki_nakajima
177,26,1003,nico_rosberg
178,26,1017,mark_webber
179,26,1007,sebastien_bourdais
180,26,1010,timo_glock
181,26,1013,felipe_massa
182,26,1009,robert_kubica
183,26,1018,jenson_button
184,26,1012,nelson_piquet_jr
185,26,1021,giancarlo_fisichella
186,26,1016,adrian_sutil
187,26,1020,sebastian_vettel
188,26,1014,david_coulthard
189,27,1001,lewis_hamilton
190,27,1012,nelson_piquet_jr
191,27,1013,felipe_massa
192,27,1002,nick_heidfeld
193,27,1005,heikki_kovalainen
194,27,1008,kimi_raikkonen
195,27,1009,robert_kubica
196,27,1020,sebastian_vettel
197,27,1015,jarno_trulli
198,27,1003,nico_rosberg
199,27,1004,fernando_alonso
200,27,1007,sebastien_bourdais
201,27,1014,david_coulthard
202,27,1006,kazuki_nakajima
203,27,1016,adrian_sutil
204,27,1021,giancarlo_fisichella
205,27,1018,jenson_button
206,27,1022,rubens_barrichello
207,27,1017,mark_webber
208,27,1010,timo_glock
209,28,1005,heikki_kovalainen
210,28,1010,timo_glock
211,28,1008,kimi_raikkonen
212,28,1004,fernando_alonso
213,28,1001,lewis_hamilton
214,28,1012,nelson_piquet_jr
215,28,1015,jarno_trulli
216,28,1009,robert_kubica
217,28,1017,mark_webber
218,28,1002,nick_heidfeld
219,28,1014,david_coulthard
220,28,1018,jenson_button
221,28,1006,kazuki_nakajima
222,28,1003,nico_rosberg
223,28,1021,giancarlo_fisichella
224,28,1022,rubens_barrichello
225,28,1013,felipe_massa
226,28,1007,sebastien_bourdais
227,28,1016,adrian_sutil
228,28,1020,sebastian_vettel
229,29,1013,felipe_massa
230,29,1001,lewis_hamilton
231,29,1009,robert_kubica
232,29,1005,heikki_kovalainen
233,29,1015,jarno_trulli
234,29,1020,sebastian_vettel
235,29,1010,timo_glock
236,29,1003,nico_rosberg
237,29,1002,nick_heidfeld
238,29,1007,sebastien_bourdais
239,29,1012,nelson_piquet_jr
240,29,1017,mark_webber
241,29,1018,jenson_button
242,29,1021,giancarlo_fisichella
243,29,1006,kazuki_nakajima
244,29,1022,rubens_barrichello
245,29,1014,david_coulthard
246,29,1008,kimi_raikkonen
247,29,1016,adrian_sutil
248,29,1004,fernando_alonso
249,30,1013,felipe_massa
250,30,1002,nick_heidfeld
251,30,1001,lewis_hamilton
252,30,1004,fernando_alonso
253,30,1020,sebastian_vettel
254,30,1009,robert_kubica
255,30,1007,sebastien_bourdais
256,30,1017,mark_webber
257,30,1010,timo_glock
258,30,1005,heikki_kovalainen
259,30,1014,david_coulthard
260,30,1003,nico_rosberg
261,30,1016,adrian_sutil
262,30,1006,kazuki_nakajima
263,30,1018,jenson_button
264,30,1015,jarno_trulli
265,30,1021,giancarlo_fisichella
266,30,1008,kimi_raikkonen
267,30,1022,rubens_barrichello
268,30,1012,nelson_piquet_jr
269,31,1020,sebastian_vettel
270,31,1005,heikki_kovalainen
271,31,1009,robert_kubica
272,31,1004,fernando_alonso
273,31,1002,nick_heidfeld
274,31,1013,felipe_massa
275,31,1001,lewis_hamilton
276,31,1017,mark_webber
277,31,1008,kimi_raikkonen
278,31,1012,nelson_piquet_jr
279,31,1010,timo_glock
280,31,1006,kazuki_nakajima
281,31,1015,jarno_trulli
282,31,1003,nico_rosberg
283,31,1018,jenson_button
284,31,1014,david_coulthard
285,31,1022,rubens_barrichello
286,31,1007,sebastien_bourdais
287,31,1016,adrian_sutil
288,31,1021,giancarlo_fisichella
289,32,1004,fernando_alonso
290,32,1003,nico_rosberg
291,32,1001,lewis_hamilton
292,32,1010,timo_glock
293,32,1020,sebastian_vettel
294,32,1002,nick_heidfeld
295,32,1014,david_coulthard
296,32,1006,kazuki_nakajima
297,32,1018,jenson_button
298,32,1005,heikki_kovalainen
299,32,1009,robert_kubica
300,32,1007,sebastien_bourdais
301,32,1013,felipe_massa
302,32,1021,giancarlo_fisichella
303,32,1008,kimi_raikkonen
304,32,1015,jarno_trulli
305,32,1016,adrian_sutil
306,32,1017,mark_webber
307,32,1022,rubens_barrichello
308,32,1012,nelson_piquet_jr
309,33,1004,fernando_alonso
310,33,1009,robert_kubica
311,33,1008,kimi_raikkonen
312,33,1012,nelson_piquet_jr
313,33,1015,jarno_trulli
314,33,1020,sebastian_vettel
315,33,1013,felipe_massa
316,33,1017,mark_webber
317,33,1002,nick_heidfeld
318,33,1007,sebastien_bourdais
319,33,1003,nico_rosberg
320,33,1001,lewis_hamilton
321,33,1022,rubens_barrichello
322,33,1018,jenson_button
323,33,1006,kazuki_nakajima
324,33,1021,giancarlo_fisichella
325,33,1005,heikki_kovalainen
326,33,1016,adrian_sutil
327,33,1010,timo_glock
328,33,1014,david_coulthard
329,34,1001,lewis_hamilton
330,34,1013,felipe_massa
331,34,1008,kimi_raikkonen
332,34,1004,fernando_alonso
333,34,1002,nick_heidfeld
334,34,1009,robert_kubica
335,34,1010,timo_glock
336,34,1012,nelson_piquet_jr
337,34,1020,sebastian_vettel
338,34,1014,david_coulthard
339,34,1022,rubens_barrichello
340,34,1006,kazuki_nakajima
341,34,1007,sebastien_bourdais
342,34,1017,mark_webber
343,34,1003,nico_rosberg
344,34,1018,jenson_button
345,34,1021,giancarlo_fisichella
346,34,1005,heikki_kovalainen
347,34,1016,adrian_sutil
348,34,1015,jarno_trulli
349,35,1013,felipe_massa
350,35,1004,fernando_alonso
351,35,1008,kimi_raikkonen
352,35,1020,sebastian_vettel
353,35,1001,lewis_hamilton
354,35,1010,timo_glock
355,35,1005,heikki_kovalainen
356,35,1015,jarno_trulli
357,35,1017,mark_webber
358,35,1002,nick_heidfeld
359,35,1009,robert_kubica
360,35,1003,nico_rosberg
361,35,1018,jenson_button
362,35,1007,sebastien_bourdais
363,35,1022,rubens_barrichello
364,35,1016,adrian_sutil
365,35,1006,kazuki_nakajima
366,35,1021,giancarlo_fisichella
367,35,1012,nelson_piquet_jr
368,35,1014,david_coulthard
369,36,1008,kimi_raikkonen
370,36,1004,fernando_alonso
371,36,1001,lewis_hamilton
372,36,1002,nick_heidfeld
373,36,1021,giancarlo_fisichella
374,36,1013,felipe_massa
375,36,1003,nico_rosberg
376,36,1023,ralf_schumacher
377,36,1015,jarno_trulli
378,36,1005,heikki_kovalainen
379,36,1022,rubens_barrichello
380,36,1011,takuma_sato
381,36,1017,mark_webber
382,36,1024,vitantonio_liuzzi
383,36,1018,jenson_button
384,36,1019,anthony_davidson
385,36,1016,adrian_sutil
386,36,1025,alexander_wurz
387,36,1014,david_coulthard
388,36,1009,robert_kubica
389,36,1026,scott_speed
390,36,1027,christijan_albers
391,37,1004,fernando_alonso
392,37,1001,lewis_hamilton
393,37,1008,kimi_raikkonen
394,37,1002,nick_heidfeld
395,37,1013,felipe_massa
396,37,1021,giancarlo_fisichella
397,37,1015,jarno_trulli
398,37,1005,heikki_kovalainen
399,37,1025,alexander_wurz
400,37,1017,mark_webber
401,37,1022,rubens_barrichello
402,37,1018,jenson_button
403,37,1011,takuma_sato
404,37,1026,scott_speed
405,37,1023,ralf_schumacher
406,37,1019,anthony_davidson
407,37,1024,vitantonio_liuzzi
408,37,1009,robert_kubica
409,37,1003,nico_rosberg
410,37,1014,david_coulthard
411,37,1027,christijan_albers
412,37,1016,adrian_sutil
413,38,1013,felipe_massa
414,38,1001,lewis_hamilton
415,38,1008,kimi_raikkonen
416,38,1002,nick_heidfeld
417,38,1004,fernando_alonso
418,38,1009,robert_kubica
419,38,1015,jarno_trulli
420,38,1021,giancarlo_fisichella
421,38,1005,heikki_kovalainen
422,38,1003,nico_rosberg
423,38,1025,alexander_wurz
424,38,1023,ralf_schumacher
425,38,1022,rubens_barrichello
426,38,1027,christijan_albers
427,38,1016,adrian_sutil
428,38,1019,anthony_davidson
429,38,1017,mark_webber
430,38,1014,david_coulthard
431,38,1011,takuma_sato
432,38,1024,vitantonio_liuzzi
433,38,1018,jenson_button
434,38,1026,scott_speed
435,39,1013,felipe_massa
436,39,1001,lewis_hamilton
437,39,1004,fernando_alonso
438,39,1009,robert_kubica
439,39,1014,david_coulthard
440,39,1003,nico_rosberg
441,39,1005,heikki_kovalainen
442,39,1011,takuma_sato
443,39,1021,giancarlo_fisichella
444,39,1022,rubens_barrichello
445,39,1019,anthony_davidson
446,39,1018,jenson_button
447,39,1016,adrian_sutil
448,39,1027,christijan_albers
449,39,1002,nick_heidfeld
450,39,1023,ralf_schumacher
451,39,1024,vitantonio_liuzzi
452,39,1026,scott_speed
453,39,1008,kimi_raikkonen
454,39,1015,jarno_trulli
455,39,1017,mark_webber
456,39,1025,alexander_wurz
457,40,1004,fernando_alonso
458,40,1001,lewis_hamilton
459,40,1013,felipe_massa
460,40,1021,giancarlo_fisichella
461,40,1009,robert_kubica
462,40,1002,nick_heidfeld
463,40,1025,alexander_wurz
464,40,1008,kimi_raikkonen
465,40,1026,scott_speed
466,40,1022,rubens_barrichello
467,40,1018,jenson_button
468,40,1003,nico_rosberg
469,40,1005,heikki_kovalainen
470,40,1014,david_coulthard
471,40,1015,jarno_trulli
472,40,1023,ralf_schumacher
473,40,1011,takuma_sato
474,40,1019,anthony_davidson
475,40,1027,christijan_albers
476,40,1016,adrian_sutil
477,40,1017,mark_webber
478,40,1024,vitantonio_liuzzi
479,41,1001,lewis_hamilton
480,41,1002,nick_heidfeld
481,41,1025,alexander_wurz
482,41,1005,heikki_kovalainen
483,41,1008,kimi_raikkonen
484,41,1011,takuma_sato
485,41,1004,fernando_alonso
486,41,1023,ralf_schumacher
487,41,1017,mark_webber
488,41,1003,nico_rosberg
489,41,1019,anthony_davidson
490,41,1022,rubens_barrichello
491,41,1015,jarno_trulli
492,41,1024,vitantonio_liuzzi
493,41,1027,christijan_albers
494,41,1014,david_coulthard
495,41,1009,robert_kubica
496,41,1016,adrian_sutil
497,41,1026,scott_speed
498,41,1018,jenson_button
499,41,1013,felipe_massa
500,41,1021,giancarlo_fisichella
501,42,1001,lewis_hamilton
502,42,1004,fernando_alonso
503,42,1013,felipe_massa
504,42,1008,kimi_raikkonen
505,42,1005,heikki_kovalainen
506,42,1015,jarno_trulli
507,42,1017,mark_webber
508,42,1020,sebastian_vettel
509,42,1021,giancarlo_fisichella
510,42,1025,alexander_wurz
511,42,1019,anthony_davidson
512,42,1018,jenson_button
513,42,1026,scott_speed
514,42,1016,adrian_sutil
515,42,1027,christijan_albers
516,42,1003,nico_rosberg
517,42,1024,vitantonio_liuzzi
518,42,1002,nick_heidfeld
519,42,1011,takuma_sato
520,42,1014,david_coulthard
521,42,1022,rubens_barrichello
522,42,1023,ralf_schumacher
523,43,1008,kimi_raikkonen
524,43,1013,felipe_massa
525,43,1001,lewis_hamilton
526,43,1009,robert_kubica
527,43,1002,nick_heidfeld
528,43,1021,giancarlo_fisichella
529,43,1004,fernando_alonso
530,43,1018,jenson_button
531,43,1003,nico_rosberg
532,43,1023,ralf_schumacher
533,43,1022,rubens_barrichello
534,43,1017,mark_webber
535,43,1014,david_coulthard
536,43,1025,alexander_wurz
537,43,1005,heikki_kovalainen
538,43,1011,takuma_sato
539,43,1016,adrian_sutil
540,43,1026,scott_speed
541,43,1027,christijan_albers
542,43,1019,anthony_davidson
543,43,1015,jarno_trulli
544,43,1024,vitantonio_liuzzi
545,44,1008,kimi_raikkonen
546,44,1004,fernando_alonso
547,44,1001,lewis_hamilton
548,44,1009,robert_kubica
549,44,1013,felipe_massa
550,44,1002,nick_heidfeld
551,44,1005,heikki_kovalainen
552,44,1021,giancarlo_fisichella
553,44,1022,rubens_barrichello
554,44,1018,jenson_button
555,44,1014,david_coulthard
556,44,1003,nico_rosberg
557,44,1025,alexander_wurz
558,44,1011,takuma_sato
559,44,1027,christijan_albers
560,44,1024,vitantonio_liuzzi
561,44,1015,jarno_trulli
562,44,1019,anthony_davidson
563,44,1026,scott_speed
564,44,1023,ralf_schumacher
565,44,1016,adrian_sutil
566,44,1017,mark_webber
567,45,1004,fernando_alonso
568,45,1013,felipe_massa
569,45,1017,mark_webber
570,45,1025,alexander_wurz
571,45,1014,david_coulthard
572,45,1002,nick_heidfeld
573,45,1009,robert_kubica
574,45,1005,heikki_kovalainen
575,45,1001,lewis_hamilton
576,45,1021,giancarlo_fisichella
577,45,1022,rubens_barrichello
578,45,1019,anthony_davidson
579,45,1015,jarno_trulli
580,45,1008,kimi_raikkonen
581,45,1011,takuma_sato
582,45,1023,ralf_schumacher
583,45,1028,markus_winkelhock
584,45,1018,jenson_button
585,45,1016,adrian_sutil
586,45,1003,nico_rosberg
587,45,1026,scott_speed
588,45,1024,vitantonio_liuzzi
589,46,1001,lewis_hamilton
590,46,1008,kimi_raikkonen
591,46,1002,nick_heidfeld
592,46,1004,fernando_alonso
593,46,1009,robert_kubica
594,46,1023,ralf_schumacher
595,46,1003,nico_rosberg
596,46,1005,heikki_kovalainen
597,46,1017,mark_webber
598,46,1015,jarno_trulli
599,46,1014,david_coulthard
600,46,1021,giancarlo_fisichella
601,46,1013,felipe_massa
602,46,1025,alexander_wurz
603,46,1011,takuma_sato
604,46,1020,sebastian_vettel
605,46,1016,adrian_sutil
606,46,1022,rubens_barrichello
607,46,1024,vitantonio_liuzzi
608,46,1019,anthony_davidson
609,46,1018,jenson_button
610,46,1029,sakon_yamamoto
611,47,1013,felipe_massa
612,47,1008,kimi_raikkonen
613,47,1004,fernando_alonso
614,47,1002,nick_heidfeld
615,47,1001,lewis_hamilton
616,47,1005,heikki_kovalainen
617,47,1003,nico_rosberg
618,47,1009,robert_kubica
619,47,1021,giancarlo_fisichella
620,47,1014,david_coulthard
621,47,1025,alexander_wurz
622,47,1023,ralf_schumacher
623,47,1018,jenson_button
624,47,1019,anthony_davidson
625,47,1024,vitantonio_liuzzi
626,47,1015,jarno_trulli
627,47,1022,rubens_barrichello
628,47,1011,takuma_sato
629,47,1020,sebastian_vettel
630,47,1029,sakon_yamamoto
631,47,1016,adrian_sutil
632,47,1017,mark_webber
633,48,1004,fernando_alonso
634,48,1001,lewis_hamilton
635,48,1008,kimi_raikkonen
636,48,1002,nick_heidfeld
637,48,1009,robert_kubica
638,48,1003,nico_rosberg
639,48,1005,heikki_kovalainen
640,48,1018,jenson_button
641,48,1017,mark_webber
642,48,1022,rubens_barrichello
643,48,1015,jarno_trulli
644,48,1021,giancarlo_fisichella
645,48,1025,alexander_wurz
646,48,1019,anthony_davidson
647,48,1023,ralf_schumacher
648,48,1011,takuma_sato
649,48,1024,vitantonio_liuzzi
650,48,1020,sebastian_vettel
651,48,1016,adrian_sutil
652,48,1029,sakon_yamamoto
653,48,1013,felipe_massa
654,48,1014,david_coulthard
655,49,1008,kimi_raikkonen
656,49,1013,felipe_massa
657,49,1004,fernando_alonso
658,49,1001,lewis_hamilton
659,49,1002,nick_heidfeld
660,49,1003,nico_rosberg
661,49,1017,mark_webber
662,49,1005,heikki_kovalainen
663,49,1009,robert_kubica
664,49,1023,ralf_schumacher
665,49,1015,jarno_trulli
666,49,1024,vitantonio_liuzzi
667,49,1022,rubens_barrichello
668,49,1016,adrian_sutil
669,49,1011,takuma_sato
670,49,1019,anthony_davidson
671,49,1029,sakon_yamamoto
672,49,1018,jenson_button
673,49,1025,alexander_wurz
674,49,1014,david_coulthard
675,49,1020,sebastian_vettel
676,49,1021,giancarlo_fisichella
677,50,1001,lewis_hamilton
678,50,1005,heikki_kovalainen
679,50,1008,kimi_raikkonen
680,50,1014,david_coulthard
681,50,1021,giancarlo_fisichella
682,50,1013,felipe_massa
683,50,1009,robert_kubica
684,50,1016,adrian_sutil
685,50,1024,vitantonio_liuzzi
686,50,1022,rubens_barrichello
687,50,1018,jenson_button
688,50,1029,sakon_yamamoto
689,50,1015,jarno_trulli
690,50,1002,nick_heidfeld
691,50,1011,takuma_sato
692,50,1023,ralf_schumacher
693,50,1019,anthony_davidson
694,50,1003,nico_rosberg
695,50,1020,sebastian_vettel
696,50,1017,mark_webber
697,50,1004,fernando_alonso
698,50,1025,alexander_wurz
699,51,1008,kimi_raikkonen
700,51,1004,fernando_alonso
701,51,1013,felipe_massa
702,51,1020,sebastian_vettel
703,51,1018,jenson_button
704,51,1024,vitantonio_liuzzi
705,51,1002,nick_heidfeld
706,51,1014,david_coulthard
707,51,1005,heikki_kovalainen
708,51,1017,mark_webber
709,51,1021,giancarlo_fisichella
710,51,1025,alexander_wurz
711,51,1015,jarno_trulli
712,51,1011,takuma_sato
713,51,1022,rubens_barrichello
714,51,1003,nico_rosberg
715,51,1029,sakon_yamamoto
716,51,1009,robert_kubica
717,51,1001,lewis_hamilton
718,51,1023,ralf_schumacher
719,51,1016,adrian_sutil
720,51,1019,anthony_davidson
721,52,1008,kimi_raikkonen
722,52,1013,felipe_massa
723,52,1004,fernando_alonso
724,52,1003,nico_rosberg
725,52,1009,robert_kubica
726,52,1002,nick_heidfeld
727,52,1001,lewis_hamilton
728,52,1015,jarno_trulli
729,52,1014,david_coulthard
730,52,1006,kazuki_nakajima
731,52,1023,ralf_schumacher
732,52,1011,takuma_sato
733,52,1024,vitantonio_liuzzi
734,52,1019,anthony_davidson
735,52,1016,adrian_sutil
736,52,1022,rubens_barrichello
737,52,1005,heikki_kovalainen
738,52,1020,sebastian_vettel
739,52,1018,jenson_button
740,52,1017,mark_webber
741,52,1029,sakon_yamamoto
742,52,1021,giancarlo_fisichella
743,53,1004,fernando_alonso
744,53,1030,michael_schumacher
745,53,1008,kimi_raikkonen
746,53,1018,jenson_button
747,53,1031,juan_pablo_montoya
748,53,1017,mark_webber
749,53,1003,nico_rosberg
750,53,1032,christian_klien
751,53,1013,felipe_massa
752,53,1014,david_coulthard
753,53,1024,vitantonio_liuzzi
754,53,1002,nick_heidfeld
755,53,1026,scott_speed
756,53,1023,ralf_schumacher
757,53,1022,rubens_barrichello
758,53,1015,jarno_trulli
759,53,1033,tiago_monteiro
760,53,1011,takuma_sato
761,53,1034,yuji_ide
762,53,1035,jacques_villeneuve
763,53,1021,giancarlo_fisichella
764,53,1027,christijan_albers
765,54,1021,giancarlo_fisichella
766,54,1004,fernando_alonso
767,54,1018,jenson_button
768,54,1031,juan_pablo_montoya
769,54,1013,felipe_massa
770,54,1030,michael_schumacher
771,54,1035,jacques_villeneuve
772,54,1023,ralf_schumacher
773,54,1015,jarno_trulli
774,54,1022,rubens_barrichello
775,54,1024,vitantonio_liuzzi
776,54,1027,christijan_albers
777,54,1033,tiago_monteiro
778,54,1011,takuma_sato
779,54,1002,nick_heidfeld
780,54,1026,scott_speed
781,54,1034,yuji_ide
782,54,1032,christian_klien
783,54,1017,mark_webber
784,54,1014,david_coulthard
785,54,1003,nico_rosberg
786,54,1008,kimi_raikkonen
787,55,1004,fernando_alonso
788,55,1008,kimi_raikkonen
789,55,1023,ralf_schumacher
790,55,1002,nick_heidfeld
791,55,1021,giancarlo_fisichella
792,55,1035,jacques_villeneuve
793,55,1022,rubens_barrichello
794,55,1014,david_coulthard
795,55,1026,scott_speed
796,55,1018,jenson_button
797,55,1027,christijan_albers
798,55,1011,takuma_sato
799,55,1034,yuji_ide
800,55,1031,juan_pablo_montoya
801,55,1033,tiago_monteiro
802,55,1024,vitantonio_liuzzi
803,55,1030,michael_schumacher
804,55,1017,mark_webber
805,55,1032,christian_klien
806,55,1015,jarno_trulli
807,55,1003,nico_rosberg
808,55,1013,felipe_massa
809,56,1030,michael_schumacher
810,56,1004,fernando_alonso
811,56,1031,juan_pablo_montoya
812,56,1013,felipe_massa
813,56,1008,kimi_raikkonen
814,56,1017,mark_webber
815,56,1018,jenson_button
816,56,1021,giancarlo_fisichella
817,56,1023,ralf_schumacher
818,56,1022,rubens_barrichello
819,56,1003,nico_rosberg
820,56,1035,jacques_villeneuve
821,56,1002,nick_heidfeld
822,56,1024,vitantonio_liuzzi
823,56,1026,scott_speed
824,56,1033,tiago_monteiro
825,56,1014,david_coulthard
826,56,1011,takuma_sato
827,56,1032,christian_klien
828,56,1034,yuji_ide
829,56,1015,jarno_trulli
830,56,1027,christijan_albers
831,57,1030,michael_schumacher
832,57,1004,fernando_alonso
833,57,1013,felipe_massa
834,57,1008,kimi_raikkonen
835,57,1022,rubens_barrichello
836,57,1021,giancarlo_fisichella
837,57,1003,nico_rosberg
838,57,1035,jacques_villeneuve
839,57,1015,jarno_trulli
840,57,1002,nick_heidfeld
841,57,1026,scott_speed
842,57,1033,tiago_monteiro
843,57,1027,christijan_albers
844,57,1023,ralf_schumacher
845,57,1031,juan_pablo_montoya
846,57,1011,takuma_sato
847,57,1036,franck_montagny
848,57,1018,jenson_button
849,57,1032,christian_klien
850,57,1017,mark_webber
851,57,1014,david_coulthard
852,57,1024,vitantonio_liuzzi
853,58,1004,fernando_alonso
854,58,1030,michael_schumacher
855,58,1021,giancarlo_fisichella
856,58,1013,felipe_massa
857,58,1008,kimi_raikkonen
858,58,1018,jenson_button
859,58,1022,rubens_barrichello
860,58,1002,nick_heidfeld
861,58,1017,mark_webber
862,58,1015,jarno_trulli
863,58,1003,nico_rosberg
864,58,1035,jacques_villeneuve
865,58,1032,christian_klien
866,58,1014,david_coulthard
867,58,1024,vitantonio_liuzzi
868,58,1033,tiago_monteiro
869,58,1011,takuma_sato
870,58,1027,christijan_albers
871,58,1026,scott_speed
872,58,1023,ralf_schumacher
873,58,1031,juan_pablo_montoya
874,58,1036,franck_montagny
875,59,1004,fernando_alonso
876,59,1031,juan_pablo_montoya
877,59,1014,david_coulthard
878,59,1022,rubens_barrichello
879,59,1030,michael_schumacher
880,59,1021,giancarlo_fisichella
881,59,1002,nick_heidfeld
882,59,1023,ralf_schumacher
883,59,1013,felipe_massa
884,59,1024,vitantonio_liuzzi
885,59,1018,jenson_button
886,59,1027,christijan_albers
887,59,1026,scott_speed
888,59,1035,jacques_villeneuve
889,59,1033,tiago_monteiro
890,59,1036,franck_montagny
891,59,1015,jarno_trulli
892,59,1032,christian_klien
893,59,1003,nico_rosberg
894,59,1008,kimi_raikkonen
895,59,1017,mark_webber
896,59,1011,takuma_sato
897,60,1004,fernando_alonso
898,60,1030,michael_schumacher
899,60,1008,kimi_raikkonen
900,60,1021,giancarlo_fisichella
901,60,1013,felipe_massa
902,60,1031,juan_pablo_montoya
903,60,1002,nick_heidfeld
904,60,1035,jacques_villeneuve
905,60,1003,nico_rosberg
906,60,1022,rubens_barrichello
907,60,1015,jarno_trulli
908,60,1014,david_coulthard
909,60,1024,vitantonio_liuzzi
910,60,1032,christian_klien
